Date,Date,MeanTemp
1945-04-14,1945-04-14,25.55555556
1945-04-15,1945-04-15,25.55555556
1945-04-16,1945-04-16,25.55555556
1945-04-17,1945-04-17,24.44444444
1945-04-18,1945-04-18,26.66666667
1945-04-19,1945-04-19,27.22222222
1945-04-20,1945-04-20,27.77777778
1945-04-21,1945-04-21,21.11111111
1945-04-22,1945-04-22,23.33333333
1945-04-23,1945-04-23,26.11111111
1945-04-24,1945-04-24,26.66666667
1945-04-25,1945-04-25,26.11111111
1945-04-26,1945-04-26,27.22222222
1945-04-27,1945-04-27,25.55555556
1945-04-28,1945-04-28,25.55555556
1945-04-29,1945-04-29,26.66666667
1945-04-30,1945-04-30,23.88888889
1945-05-01,1945-05-01,26.66666667
1945-05-02,1945-05-02,27.77777778
1945-05-03,1945-05-03,25.0
1945-05-04,1945-05-04,24.44444444
1945-05-05,1945-05-05,24.44444444
1945-05-06,1945-05-06,26.66666667
1945-05-07,1945-05-07,25.55555556
1945-05-08,1945-05-08,24.44444444
1945-05-09,1945-05-09,25.0
1945-05-10,1945-05-10,27.22222222
1945-05-11,1945-05-11,25.55555556
1945-05-12,1945-05-12,24.44444444
1945-05-13,1945-05-13,26.66666667
1945-05-14,1945-05-14,25.55555556
1945-05-15,1945-05-15,22.22222222
1945-05-16,1945-05-16,25.0
1945-05-17,1945-05-17,26.66666667
1945-05-18,1945-05-18,27.22222222
1945-05-19,1945-05-19,27.77777778
1945-05-20,1945-05-20,27.77777778
1945-05-21,1945-05-21,26.11111111
1945-05-22,1945-05-22,27.77777778
1945-05-23,1945-05-23,26.66666667
1945-05-24,1945-05-24,26.66666667
1945-05-25,1945-05-25,23.88888889
1945-05-26,1945-05-26,24.44444444
1945-05-27,1945-05-27,23.33333333
1945-05-28,1945-05-28,25.55555556
1945-05-29,1945-05-29,24.44444444
1945-05-30,1945-05-30,25.55555556
1945-05-31,1945-05-31,26.66666667
